Date,MYK1,MYK2,MYK3,MYK4,MYK5,MYK6,MYK8,MYK9,MYK10,MYK11,MYK12,MYK15,MYK16,MYK18
2020-11-25,177986,0,16131,63948,0,85826,8343,704,1239,693,90,0,0,981
2020-11-26,171273,0,15956,63648,0,79239,8212,750,1370,530,51,0,0,1014
2020-11-27,176918,0,10668,64010,0,88393,7971,789,1175,743,0,0,0,589
2020-11-28,142111,0,13080,63487,0,83098,7437,730,224,640,0,0,0,140
2020-11-29,154686,0,14884,63982,0,61936,6543,506,247,647,0,0,0,284
2020-11-30,169739,0,15042,62590,0,80579,7699,766,1250,556,0,0,0,703
2020-12-01,181842,0,22661,61878,0,72582,8720,748,1417,686,38,0,0,873
2020-12-02,194123,0,3076,53723,0,78366,8267,780,1291,653,55,0,0,1049
2020-12-03,185202,0,0,38610,0,74378,8266,744,1191,776,106,0,0,561
2020-12-04,156783,0,418,59984,0,81636,8183,746,1331,753,132,0,0,183
2020-12-05,157732,0,13161,56732,0,76888,7973,717,239,774,111,0,0,89
2020-12-06,150528,0,21251,57795,0,75982,7697,508,331,376,53,0,0,83
2020-12-07,173989,0,25801,61772,0,77586,8258,710,1142,511,77,0,0,843
2020-12-08,181339,0,24077,61456,0,75271,8978,755,1375,733,43,0,0,1092
2020-12-09,98938,0,96,62078,0,69134,9757,705,1362,650,0,0,0,1085
2020-12-10,185637,0,0,62301,0,75722,9320,729,1397,698,134,0,0,1126
2020-12-11,187928,0,9542,62103,0,85318,8281,703,877,717,116,0,0,284
2020-12-12,102656,0,0,46805,0,61179,8368,599,110,666,113,0,0,50
2020-12-13,177073,0,0,62298,0,79948,7968,412,274,709,59,0,0,268
2020-12-14,173553,0,7197,63309,0,86382,8697,618,1315,708,97,0,0,822
2020-12-15,182035,0,33613,63424,0,85610,8541,744,1216,664,36,0,0,822
2020-12-16,188336,0,25287,62798,0,91440,8053,722,1421,745,66,0,0,659
2020-12-17,173579,0,0,51607,0,85337,8942,667,1381,658,137,0,0,867
2020-12-18,164497,0,0,62741,0,84378,8674,723,1282,762,131,0,0,258
2020-12-19,147676,0,0,61660,0,82289,7139,726,363,739,34,0,0,111
2020-12-20,133979,0,0,60824,0,75001,6974,466,550,294,88,0,0,260
2020-12-21,140867,0,0,62576,0,82451,8977,704,1382,797,140,0,0,894
2020-12-22,150849,0,532,63143,0,76494,9157,737,1378,758,80,0,0,996
2020-12-23,163268,0,12516,64039,0,85133,8903,593,1037,777,147,0,0,381
2020-12-24,144267,0,517,62160,0,77512,5897,116,362,358,91,0,0,150
2020-12-25,152315,0,0,62067,0,69283,4541,100,352,25,40,0,0,160
2020-12-26,156508,0,0,62893,0,73844,8038,279,937,97,41,0,0,145
2020-12-27,143583,0,0,62258,0,72080,8418,96,579,348,39,0,0,168
2020-12-28,155735,0,0,61330,0,81540,7782,686,1390,632,49,0,0,916
2020-12-29,153227,0,0,62310,0,81394,8341,638,1177,759,148,0,0,1056
2020-12-30,153377,0,0,63306,0,82174,7923,319,946,776,0,0,0,932
2020-12-31,135773,0,0,0,0,70741,4904,128,390,362,0,0,0,280
