Date,GRO1,GRO2,GRO3,GRO4,GRO5,GRO6,GRO7,GRO8,GRO9,GRO10,GRO11,GRO12,GRO13,GRO14,GRO15,GRO16,GRO17,GRO18,GRO19,GRO20,GRO21,GRO22,GRO23
2020-06-01,379277,15646,7000,36753,0,15646,179804,1595,57582,36753,128223,0,689,500,1237,0,15646,0,0,0,0,0,0
2020-06-02,412854,30554,7000,41753,0,30554,184804,1595,58231,41753,119151,23296,689,500,985,0,30554,0,0,0,0,0,0
2020-06-03,443690,16142,7000,41753,0,16142,196906,1595,89216,41753,118956,24782,689,500,742,0,16142,0,0,0,0,0,0
2020-06-04,455528,16789,7000,41753,0,16789,218876,1595,66026,41753,118956,36678,689,500,1237,0,16789,0,0,0,0,0,0
2020-06-05,418330,16230,7000,41753,0,16230,224429,1595,40791,41753,128841,9913,689,500,1237,0,16230,0,0,0,0,0,0
2020-06-06,338928,12127,7000,39857,0,12127,168764,1595,36236,39857,118951,4956,689,500,1237,0,12127,0,0,0,0,0,0
2020-06-07,334080,12127,7000,39857,0,12127,200167,1595,0,39857,118951,4956,689,500,1237,0,12127,0,0,0,0,0,0
2020-06-08,354876,12127,7000,39857,0,12127,181715,1595,33678,39857,118951,4956,689,500,742,0,12127,6002,0,0,0,0,0
2020-06-09,392576,9234,21000,55724,0,9234,225668,1595,72185,41753,115818,0,689,500,742,0,9234,0,0,0,0,0,0
2020-06-10,421434,16999,7000,41753,0,16999,193808,1595,57609,41753,118925,36678,689,364,688,0,16999,0,0,0,0,0,0
2020-06-11,364942,10944,7000,41753,0,10944,179481,1595,61596,41753,115441,0,569,542,812,0,10944,0,0,0,0,0,0
2020-06-12,365402,11240,7000,41753,0,11240,173852,1595,69661,41753,113164,0,569,542,812,0,11240,0,0,0,0,0,0
2020-06-13,270734,13342,7000,39857,0,13342,145640,1595,26810,39857,79304,0,569,550,197,0,13342,9001,0,0,0,0,0
2020-06-14,270543,13342,7000,39857,0,13342,141153,1595,36309,39857,79304,0,569,550,2997,0,13342,1000,0,0,0,0,0
2020-06-15,285630,13342,7000,39857,0,13342,172384,1595,3069,39857,94173,0,569,550,1197,0,13342,5000,0,0,0,0,0
2020-06-16,352745,22412,7000,41753,0,22412,184710,1595,34922,41753,104030,0,569,600,167,0,22412,10000,0,0,0,0,0
2020-06-17,362920,18382,7000,41753,0,18284,186483,1595,34494,41753,118956,0,569,600,467,0,18382,10000,0,0,0,0,0
2020-06-18,373919,18444,7000,35752,0,10345,183333,1595,49241,35752,118956,0,569,600,467,0,18444,14828,0,0,0,0,0
2020-06-19,379526,8024,7000,35753,0,8315,180547,1595,60108,35753,118956,0,569,600,407,0,8024,14828,0,0,0,0,0
2020-06-20,298587,16025,7000,28253,0,16025,154270,1595,0,28253,118956,0,569,650,173,0,16025,13297,0,0,0,0,0
2020-06-21,341243.5,10219.75,7000,34501,0,10292.5,169791.25,1595,24525.5,34501,118956,6195.5,569,637.5,381.5,0,10219.75,14005.5,0,1081.5,0,0,0
2020-06-22,288038,6358,7000,32245,0,6358,154270,1595,0,32245,118956,0,569,650,173,0,6358,13297,0,0,0,0,0
2020-06-23,398823,10472,7000,41753,0,10472,190078,1595,37994,41753,118956,24782,569,650,773,0,10472,14600,0,4326,0,0,0
2020-06-24,397022,13635,11675,37117,0,13635,203086,1595,35769,32452,118956,0,569,650,773,0,13635,14600,0,22651,0,0,0
2020-06-25,403241,9950,7000,32452,0,9950,199121,1595,41004,32452,118956,0,569,650,973,0,9950,13701,0,22651,0,0,0
2020-06-26,439919,12719,7000,32452,0,12719,208870,1595,66524,32452,118956,0,350,650,823,0,12719,12600,0,22651,0,0,0
2020-06-27,366979,12190,7000,28253,0,12190,170378,1595,44969,28253,106645,0,350,650,973,0,12190,12600,0,22651,0,0,0
2020-06-28,366398,12190,7000,28253,0,12190,153284,1595,62062,28253,106065,0,350,650,973,0,12190,12600,0,22651,0,0,0
2020-06-29,369381,12190,7000,28253,0,12190,203619,1595,11728,28253,109043,0,350,678,946,0,12190,12600,0,4719,0,0,0
2020-06-30,414366,19595,7000,32452,0,19595,196779,1595,58065,32452,115507,0,350,678,946,0,19595,12600,0,14143,0,0,0
2020-07-01,318510,5931,62011,73377,1000,5931,229926,1662,53894,32452,111004,0,510,650,797,0,5931,15000,0,0,0,0,0
2020-07-02,318946,7515,62011,72736,1000,7515,226037,1662,43749,31811,123899,0,510,650,797,0,7515,15000,0,0,0,0,0
2020-07-03,328505,12504,47011,82678,1000,12504,220075,1662,46137,41753,113999,0,510,650,797,0,12504,15000,0,3039,0,0,0
2020-07-04,345957,12504,47011,82678,1000,12504,226659,1662,59992,41753,113999,0,510,650,797,0,12504,15000,0,0,0,0,0
2020-07-05,330146,7561,47011,82678,1000,7561,224617,1662,46137,41753,113895,0,510,650,797,0,7561,15000,0,5180,0,0,0
2020-07-06,333263,7561,47011,82678,1000,7561,226658,1662,46137,41753,113999,0,510,650,797,0,7561,15000,0,6144,0,0,0
2020-07-07,290978,16678,139014,106955,1000,16678,267727,1662,64000,41753,118956,0,510,650,797,0,16678,15000,0,7000,0,0,0
2020-07-08,269150,10903,139541,73651,1000,10903,243923,1662,40300,41753,123899,0,510,650,797,0,10903,15000,0,7000,0,0,0
2020-07-09,327575,18099,127195,86894,1000,18099,263864,1662,48361,41753,133784,0,510,650,747,0,18099,15000,0,15042,0,0,0
2020-07-10,357795,15654,114741,87897,1000,15654,267714,1662,45000,41753,125503,29739,510,650,747,0,15654,15000,0,14310,0,0,0
2020-07-11,299557,13596,156369,120998,1000,13596,296068,1662,78001,41753,110034,9913,510,650,747,0,13596,15000,0,12909,0,0,0
2020-07-12,315291,13545,138808,112973,1000,13545,278544,1662,70000,41753,110034,19826,510,650,747,0,13545,15000,0,12510,0,0,0
2020-07-13,315291,13545,158004,115981,1000,13545,297699,1662,72999,41753,110034,19826,510,650,747,0,13545,15000,0,12510,0,0,0
2020-07-14,407315,3599,83048,82882,1000,3599,276946,1662,43110,41753,128841,36678,510,650,747,0,3599,15950,0,20539,0,0,0
2020-07-15,402981,11426,64129,78914,1000,11426,271327,1662,62692,37785,118552,1983,434,650,747,0,11426,15950,0,20498,0,0,0
2020-07-16,367535,17273,62011,89711,1000,17273,269899,1662,65438,33817,104086,0,434,650,747,0,17273,15950,0,7029,0,0,0
2020-07-17,412671,17704,37011,64366,1000,17704,242653,1662,61976,33420,123899,0,434,650,747,0,17704,15950,0,12692,0,0,0
2020-07-18,401390,15018,35216,62972,1000,15018,242149,1662,48292,33817,128286,0,510,650,747,0,15018,15950,0,10271,0,0,0
2020-07-19,388851,15018,47150,74881,935,15018,238863,1662,63454,33817,127788,0,510,650,747,0,15018,15950,0,10238,0,0,0
2020-07-20,383855,13797,47141,75665,926,13797,255794,1662,46515,34610,123710,0,510,650,747,0,11668,15950,0,10549,0,0,0
2020-07-21,399504,18217,65825,82792,910,18217,262496,1662,54947,41753,130955,0,510,650,847,0,18217,17556,0,16302,0,0,0
2020-07-22,321455,13328,126216,92861,1000,13328,265585,1662,53033,41753,128233,0,510,650,847,0,13328,15900,0,16788,0,0,0
2020-07-23,378084,3309,76078,92761,1000,3309,278487,1662,53034,41753,132206,0,510,650,847,0,3309,15900,0,16261,0,0,0
2020-07-24,342890,19837,113322,82882,1000,19837,261784,1662,45000,41753,125862,0,510,650,847,0,19837,15900,0,16056,6986,0,0
2020-07-25,338450,22119,73531,63727,1000,22119,221348,1662,25418,41113,121922,0,510,650,647,0,22119,14500,0,16744,6984,0,0
2020-07-26,351306.5,14994.75,87952,79854.25,1000,14994.75,250689,1662,45907,41273,121554.75,0,510,600.25,697,0,14994.75,14865,0,15972.25,8178.5,0,0
2020-07-27,315033,13080,129398,102200,1000,13080,269117,1662,59898,41113,121922,0,510,650,647,0,13080,14530,0,14994,6254,0,0
2020-07-28,408853,4943,35557,70608,1000,4943,250507,1662,53312,41113,116513,0,510,451,647,0,4943,14530,0,16095,12490,0,0
2020-07-29,410873,8342,124706,99625,1000,8273,343394,1662,77747,40202,116393,0,510,451,647,0,8342,14530,0,16095,12771,0,0
2020-07-30,390304,28329,111884,80574,1000,13691,287065,1662,80001,40202,128841,29739,510,451,647,0,28329,14530,0,16063,13125,0,0
2020-07-31,476074,23387,19935,54108,1000,15749,251799,1662,72972,40202,118956,0,510,451,1847,0,23387,14530,0,16105,12969,0,0
2020-08-01,391136,20691,48000,77642,0,16858,266640,1511,70228,39703,104086,0,567,600,848,0,28329,15850,0,19001,12795,0,0
2020-08-02,379943,13242,48000,77642,0,13242,259042,1511,52778,39703,104062,0,567,600,848,0,13242,214,0,19001,12795,0,0
2020-08-03,391081,7005,48000,77642,0,7005,252131,1511,62176,39703,103281,0,567,600,848,0,7005,15850,0,19001,12795,0,0
2020-08-04,380252,16212,47215,37703,0,16212,217597,0,16861,37703,125213,0,567,600,848,0,16212,11630,0,18606,18229,0,0
2020-08-05,359222,17993,47211,77819,0,17993,208002,1511,39996,37703,133784,0,567,600,848,0,17993,16700,0,13012,12393,0,0
2020-08-06,298299,9885,25606,56259,0,9885,151242,1511,18500,37703,125212,0,567,600,848,0,9885,16700,0,8833,7706,0,0
2020-08-07,471873,19774,12811,37703,0,19774,212253,1511,61095,37703,133784,0,567,600,848,0,19774,16700,0,19135,17126,0,0
2020-08-08,416527,14431,7011,34752,0,14426,176198,1511,47038,34752,126864,0,567,600,848,0,14426,16700,0,19341,18333,0,0
2020-08-09,406265,15899,24111,58817,0,15899,192767,1511,41581,41753,118903,0,567,600,848,0,15899,16700,0,19341,18333,0,0
2020-08-10,415470,15683,24111,47817,0,15683,220603,1511,36555,30753,124565,0,567,650,798,0,15683,16700,0,19341,18333,0,0
2020-08-11,383733,17541,60783,37904,0,17541,220323,1294,13227,32752,129229,14869,591,650,798,0,17541,13260,0,19759,16998,0,0
2020-08-12,392815,19279,93284,68890,0,19279,253638,1511,56142,34342,133713,0,591,650,798,0,19279,16700,0,19479,16821,0,0
2020-08-13,421514,8564,68024,66932,0,8564,265924,1511,54087,27016,118956,24133,591,650,798,0,8564,16700,0,19427,16771,0,0
2020-08-14,376384,16612,189605,88524,0,16612,301762,1511,84000,34016,128956,36678,591,650,798,0,16612,12199,0,18855,16395,0,0
2020-08-15,462828,9885,78803,31886,0,9885,240199,1511,85000,23016,116278,43455,591,650,948,0,9885,15094,0,19015,16499,0,0
2020-08-16,414408,9885,94711,23016,0,9885,231329,1511,51413,23016,116053,44187,591,650,948,0,9885,15800,0,19015,16499,0,0
2020-08-17,462555,9885,178726,30874,0,9885,339988,1511,81000,26016,115867,42886,591,600,947,0,9885,15800,0,19015,16499,0,0
2020-08-18,307532,23281,386738,109262,0,23281,431105,1511,77386,36016,143956,37996,591,600,947,0,23281,15204,0,19354,13832,0,0
2020-08-19,333803,25648,249999,88941,0,29809,297692,1511,85000,38909,143956,29739,591,600,947,0,25648,11000,0,19271,13770,0,0
2020-08-20,277337,25525,270896,71679,0,25847,240635,1511,66362,78612,143956,20803,591,600,947,0,25525,8763,0,18928,13541,0,0
2020-08-21,375124,30875,207746,42029,0,30875,255528,1511,73852,38909,143956,33804,591,600,947,0,30875,15800,0,18742,13407,0,0
2020-08-22,469225,32284,96859,39858,0,24139,243857,1511,64382,39858,143956,32363,591,600,947,0,32284,16448,0,19178,13728,0,0
2020-08-23,456070.75,31396,121525.75,47455.5,0,29359.75,255764.75,1504.5,73239.75,38620.75,141456,37601.75,591,541.25,725,0,31396,12174,0,18962.5,13570,0,0
2020-08-24,491044,28801,106378,39858,0,28801,253356,1511,77165,39858,143956,39648,591,600,947,0,28801,16448,0,19178,13728,0,0
2020-08-25,488890,33624,75120,68077,0,33624,270318,1485,77560,35858,133956,44592,591,365,59,0,33624,0,0,18752,13417,0,0
2020-08-26,386063,19560,156397,39858,0,19560,248564,1511,82836,39858,109260,31934,591,600,947,0,19560,13121,0,18762,13437,0,0
2020-08-27,475811,24338,80032,35856,0,24338,256728,1511,76935,35856,108051,33529,591,600,947,0,24338,19000,0,18762,13437,0,0
2020-08-28,514275,24334,7011,35858,0,24334,228644,0,59750,35858,143956,29739,591,368,59,0,24334,0,0,18928,13551,0,0
2020-08-29,512239,26411,21585,53453,0,26411,251900,1,57202,38909,123956,49760,591,368,59,0,26411,14500,0,18342,13510,0,0
2020-08-30,506468,27123,21585,53453,0,27123,230595,0,60602,38909,123956,51526,591,360,103,0,27123,14500,0,18342,13510,0,0
2020-08-31,475845,26775,21585,53453,0,26775,250289,0,10760,38909,123956,51491,591,360,103,0,26775,14500,0,18342,13510,0,0
2020-09-01,510874,19947,43927,77706,1000,19947,305885,0,79999,39858,118956,39645,596,353,104,0,19947,0,0,12312,12312,0,0
2020-09-02,506940,17206,7011,36867,1000,17206,246051,0,70265,35858,118956,36241,596,353,104,0,17206,0,0,13312,9531,0,0
2020-09-03,508383,18449,7011,36867,1000,18449,224101,0,79696,35858,118956,39648,596,351,94,0,18449,0,0,18742,13426,0,0
2020-09-04,485994,25700,147499,124950,1000,25700,377869,1974,95000,33909,128956,50045,596,650,173,0,25700,10000,0,17913,12828,0,0
2020-09-05,475111,21002,117228,124840,1000,21002,338364,763,100000,33909,128956,48259,596,650,2973,0,21002,2214,0,16221,13961,0,0
2020-09-06,487398,21505,127629,135219,1000,21505,353417,1974,102458,33909,128956,48259,596,650,2973,0,21505,20600,0,18724,13401,0,0
2020-09-07,481477,20601,127629,135219,1000,20601,352182,1974,101506,33909,128956,48259,596,650,173,0,20601,20600,0,18716,13395,0,0
2020-09-08,488641.25,19847.25,67320,85305.75,1000,19847.25,288989.75,1974,85816.75,34146.25,123956,41971.75,596,650,2273,0,19847.25,20600,0,19474,13906.25,0,0
2020-09-09,508478,18920,7011,35867,1000,18920,230425,1974,73646,34858,118956,33704,596,650,2973,0,18920,20600,0,20041,14300,0,0
2020-09-10,477212,18363,7011,34918,1000,18363,219935,1974,65657,33909,118956,37665,596,650,2973,0,18363,20600,0,20415,14529,0,0
2020-09-11,437732,19169,7011,33970,1000,19169,160699,1974,73270,32961,118956,40252,530,650,2973,0,19169,10500,0,20436,14550,0,0
2020-09-12,429505,18444,7011,38022,1000,6292,152557,1974,70034,37013,118956,31722,530,650,964,0,18444,20500,0,20072,14292,0,0
2020-09-13,425958,8827,7011,38022,1000,5839,152557,1974,70034,37013,118956,31722,530,650,964,0,8827,20500,0,20072,14292,0,0
2020-09-14,425902,18444,7011,31021,1000,5784,171759,1974,50832,30012,118956,31722,530,650,964,0,18444,20500,0,20072,14292,0,0
2020-09-15,473192,7375,7011,31021,1000,7375,187667,1974,71412,30012,118956,34694,530,650,1273,0,7375,20500,0,19635,14300,0,0
2020-09-16,441474,0,7011,32184,1000,0,155590,1973,85751,31175,118778,27461,530,650,1865,0,0,20500,0,19822,14414,0,0
2020-09-17,461431,4673,7011,32783,1000,4673,185240,0,77531,31774,118956,35497,530,70,19,0,4673,10000,0,20113,14612,0,0
2020-09-18,464965,0,6338,36061,334,0,172999,0,91446,35724,116318,31722,530,299,1180,0,0,20462,0,20363,14768,0,0
2020-09-19,441619,12002,6965,38686,954,12002,225512,1974,30434,37723,102104,14869,530,650,2973,0,12002,20500,0,20796,15050,0,0
2020-09-20,461860,11924,6981,38702,970,11924,222021,1974,40345,37723,102104,14869,530,650,973,0,11924,20500,0,20796,15050,0,0
2020-09-21,441064,9926,6962,36693,964,10093,224758,1974,54658,35724,102104,14869,530,650,973,0,9926,20500,0,20796,15050,0,0
2020-09-22,494497,14464,6439,36260,434,14464,267335,0,57203,35822,109043,29739,530,351,94,0,14464,0,0,11493,9365,0,0
2020-09-23,478069,5931,7011,37677,1000,5931,258566,0,45020,36668,107965,27756,530,405,110,0,5931,1078,0,20445,16000,0,0
2020-09-24,508965,10200,6780,35779,771,10200,254609,0,49984,35001,118956,43015,530,351,94,0,10200,0,0,20675,16000,0,0
2020-09-25,473188,10054,8011,35008,1995,10054,234920,21,52711,33001,118956,24782,530,362,97,0,10054,215,0,21299,16000,0,0
2020-09-26,455138,20267,12110,36154,1592,20267,189049,1974,79583,34556,118956,24782,530,554,148,0,20267,0,0,17000,13200,0,0
2020-09-27,473100.5,14905.5,17571,40061.5,1842.25,14804,223728.5,992.25,60131.75,31889.25,125206,28646.75,530,554,547.75,0,14905.5,9060,0,17995.5,12976.25,0,0
2020-09-28,481867,20266,37360,56795,1713,20266,277313,1974,21744,30000,143956,24782,530,650,973,0,20266,20500,0,17000,13200,0,0
2020-09-29,482209,9035,12803,32289,2069,8629,193632,0,86489,30000,118956,40241,530,650,973,0,9035,15525,0,16683,9505,0,0
2020-09-30,439752,9395,12818,32304,2292,9395,227855,1974,12595,30000,123956,37143,530,650,973,0,9395,5640,0,19000,9500,0,0
2020-10-01,377294,14776,7011,31009,1000,14776,186991,1679,48617,30000,99130,29739,797,600,795,0,14776,200,0,0,0,0,0
2020-10-02,385294,13972,7011,47131,1000,14476,210975,0,42424,46122,104086,29739,797,600,795,0,13972,0,0,0,0,0,0
2020-10-03,368351,18444,7011,31009,1000,15407,160054,1679,74234,30000,118956,14869,797,600,795,0,18444,0,0,0,0,0,0
2020-10-04,378628,18444,7011,31009,1000,15407,173858,1679,58965,30000,118956,14869,797,600,795,0,18444,0,0,0,0,0,0
2020-10-05,378934,15405,7011,31009,1000,15405,201768,1679,30097,30000,118956,14869,797,600,795,0,15405,0,0,0,0,0,0
2020-10-06,373374,9063,7011,41815,1000,9063,227881,1678,12680,40806,118956,6962,797,600,795,0,9063,0,0,0,0,0,0
2020-10-07,371292,12248,7011,41441,1000,12248,234998,1679,2204,40432,118956,4956,797,700,796,0,12248,0,0,0,0,0,0
2020-10-08,396501,7128,7011,37652,1000,7128,236430,1679,32239,36643,118956,3741,797,700,796,0,7128,0,0,0,0,0,0
2020-10-09,376339,19741,7011,30769,1000,19741,211806,1679,23135,29760,118956,4956,797,700,594,0,19741,0,0,0,0,0,0
2020-10-10,342316,11429,7011,37006,1000,11429,180059,1679,24325,35997,118956,9913,797,700,594,0,11429,0,0,0,0,0,0
2020-10-11,342028,11428,7011,33010,1000,11428,166563,1679,37534,32001,118956,9913,797,700,594,0,11428,0,0,0,0,0,0
2020-10-12,320819,11322,7011,33010,1000,11322,184232,827,0,32001,118956,9913,797,700,273,0,11322,0,0,0,0,0,0
2020-10-13,376953,9543,47255,37010,1000,9543,237312,965,36487,36001,118956,17839,797,700,554,0,9543,0,0,0,0,0,0
2020-10-14,414339,9738,42122,39010,1000,9738,247077,1679,45983,38001,122241,26765,797,700,338,0,9738,0,0,0,0,0,0
2020-10-15,444730,22637,39711,37010,1000,22637,273579,1215,45367,36001,123715,14869,797,700,316,0,22637,0,0,0,0,0,0
2020-10-16,456392,25217,7011,37510,1000,25217,270906,1679,27752,36501,118956,15959,797,700,226,0,25217,0,0,0,0,0,0
2020-10-17,410321,21345,7011,9541,1000,21345,208536,0,31633,8532,118956,33660,797,607,749,0,21345,0,0,0,0,0,0
2020-10-18,404936,19413,7011,38902,1000,19413,167395,0,70517,37893,118956,33082,797,603,150,0,19413,0,0,0,0,0,0
2020-10-19,404859,19556,7011,39779,1000,19556,195291,1679,41346,38770,118956,32704,797,407,101,0,19556,0,0,0,0,0,0
2020-10-20,422480,9667,7011,39871,1000,9667,214947,1679,51580,38862,118176,28748,459,700,1008,0,9667,0,0,0,0,0,0
2020-10-21,423378,10874,7011,36010,1000,10874,199062,0,58671,35001,127878,30730,459,700,1008,0,10874,0,0,0,0,0,0
2020-10-22,374804,17198,7011,37010,1000,17198,173374,0,48483,36001,116142,23647,459,700,1008,0,17198,0,0,0,0,0,0
2020-10-23,375120,29318,7011,37010,1000,10874,182019,1679,35388,36001,117020,32111,459,700,1008,0,29318,0,0,0,0,0,0
2020-10-24,366522,9885,7011,34510,1000,9885,155510,1679,57088,33501,117254,29094,459,700,1008,0,9885,0,0,0,0,0,0
2020-10-25,361875,9885,7011,35510,1000,9885,174819,1679,36205,34501,117942,25351,459,700,1008,0,9885,0,0,0,0,0,0
2020-10-26,335441,2966,7011,35010,1000,2966,143321,1679,72161,34001,88270,30758,797,700,932,0,2966,0,0,0,0,0,0
2020-10-27,340196,17018,7011,35010,1000,17018,178527,1679,71243,34001,44608,30730,797,700,966,0,17018,0,0,0,0,0,0
2020-10-28,363361,316,7011,35010,1000,316,170745,1679,81780,34001,79304,32591,797,700,1498,0,316,0,0,0,0,0,0
2020-10-29,336946,15090,7011,39918,1000,15090,156659,1571,62541,38909,74347,30730,797,700,631,0,15090,0,0,0,0,0,0
2020-10-30,327848,9134,7011,39918,1000,9134,137665,1679,77445,38909,74347,30730,797,700,1498,0,9134,0,0,0,0,0,0
2020-10-31,333021.75,12096.25,7011,37214,1000,12096.25,140045.5,1834.5,63011.25,36205,89216.5,30730,609.75,625,1003.25,0,12096.25,0,0,0,0,0,0
2020-11-01,342844,17015,7011,34010,1000,17015,115808,2044,77809,33001,104086,30730,0,550,942,0,17015,0,0,0,0,0,0
2020-11-02,324449,7146,7011,35010,1000,7146,150050,2044,34250,34001,104086,30730,845,550,942,0,7146,0,0,0,0,0,0
2020-11-03,380502,7361,7011,37010,1000,7361,147411,2044,91603,36001,104086,32713,845,550,942,0,7361,0,0,0,0,0,0
2020-11-04,375626,13010,7011,38970,1000,13010,144615,2044,82865,37961,104086,32713,845,550,942,0,13010,0,0,0,0,0,0
2020-11-05,377812,6531,7011,39918,1000,6531,155059,2044,84049,38909,101112,32713,845,550,942,0,6531,0,0,0,0,0,0
2020-11-06,330662,10874,7011,39918,1000,10874,148041,2044,87231,38909,87338,0,780,360,112,0,10874,0,0,0,0,0,0
2020-11-07,359389,16743,7011,35510,1000,16743,118994,2044,91599,34501,101112,32713,780,550,942,0,16743,0,0,0,0,0,0
2020-11-08,345399.5,13199.75,7011,38089,1000,13199.75,133273.5,2044,79572,37080,97173,24247.25,780,502.5,734.75,0,13199.75,0,0,0,0,0,0
2020-11-09,352336,6858,7011,37010,1000,6858,144241,2044,69206,36001,101112,32713,780,550,942,0,6858,0,0,0,0,0,0
2020-11-10,339211,18324,7011,39918,1000,18324,121818,2044,70252,38909,99130,31563,780,550,943,0,18324,0,0,0,0,0,0
2020-11-11,342902,23387,7011,39918,1000,13473,112323,2044,80848,38909,102104,46948,780,550,943,0,23387,0,0,0,0,0,0
2020-11-12,350066,23387,7011,37010,1000,18819,96117,2044,95145,36001,101112,45587,780,550,943,0,23387,0,0,0,0,0,0
2020-11-13,347096,29318,7011,36010,1000,16770,103665,2044,94758,35001,99130,43607,780,550,943,0,29318,0,0,0,0,0,0
2020-11-14,310653,28329,7011,34010,1000,22302,92166,2044,76501,33001,99130,39648,780,550,943,0,28329,0,0,0,0,0,0
2020-11-15,309312,18444,7011,34010,1000,12491,96913,2044,63059,33001,99130,39648,780,550,943,0,18444,0,0,0,0,0,0
2020-11-16,318633,22376,26553,39918,1000,22376,104556,2044,63316,58410,99130,39648,780,550,943,0,22376,0,0,0,0,0,0
2020-11-17,294184,11016,28056,16009,1000,11016,96188,2044,75682,36001,74347,39542,780,443,402,0,11016,0,0,0,0,0,0
2020-11-18,300363,21687,29070,16009,1000,21687,112516,2044,54364,37013,89217,24782,660,550,782,0,21687,0,0,0,0,0,0
2020-11-19,326489,17872,30970,16009,1000,17872,136257,2044,60808,38909,89217,24473,660,550,782,0,17917,0,0,0,0,0,0
2020-11-20,359032,15833,30970,16009,1000,15833,140858,2044,79642,38909,74347,39648,660,550,930,0,15833,0,0,0,0,0,0
2020-11-21,353140,12089,23070,16009,1000,12089,126615,2044,96664,37013,74347,39648,349,550,930,0,12089,0,0,0,0,0,0
2020-11-22,354548,15050.75,20401,21512.5,1000,15050.75,141183.5,2044,80858.5,36859.25,74347,39614,426.75,536.5,926,0,15050.75,0,0,0,0,0,0
2020-11-23,350666,12098,7011,38023,1000,12098,158123,2044,68667,37014,74347,39648,349,550,930,0,12098,0,0,0,0,0,0
2020-11-24,355354,20183,20553,16009,1000,20183,139138,2044,78461,34501,74347,39512,349,496,914,0,20183,0,0,0,0,0,0
2020-11-25,367361,22259,7011,36010,1000,22259,156149,2044,77471,35001,74347,39305,349,548,929,0,22259,0,0,0,0,0,0
2020-11-26,326719,13590,7011,34510,1000,13590,143760,2044,70820,33501,65426,35058,349,698,1119,0,13590,0,0,0,0,0,0
2020-11-27,328048,13027,7011,35011,1000,13027,143489,2044,72734,34002,65426,35294,349,698,1128,0,13027,0,0,0,0,0,0
2020-11-28,314816,13589,7011,34010,1000,13589,133019,2044,70100,33001,65426,34667,349,698,1103,0,13589,0,0,0,0,0,0
2020-11-29,320346,16859,7011,34010,1000,16859,128243,2044,77091,33001,65426,34694,349,698,1105,0,16859,0,0,0,0,0,0
2020-11-30,295838,16829,7011,34010,1000,16829,143761,2044,37218,33001,65426,34646,349,698,1103,0,16829,0,0,0,0,0,0
2020-12-01,262623,6579,7011,35010,1000,6422,144230,0,31787,34001,71936,13437,529,400,161,0,6579,0,0,0,0,0,0
2020-12-02,279628,4572,7011,38279,1000,4628,139038,0,50299,37270,69391,21930,529,59,24,0,4572,0,0,0,0,0,0
2020-12-03,282550,9885,7011,39077,1000,9885,142887,0,50125,38068,72490,15507,877,449,901,0,9885,0,0,0,0,0,0
2020-12-04,252547.25,11820.75,7011,36719,1000,11857,124693.25,937.5,25106,35710,83052.75,14157.5,790,377,674.25,0,11820.75,0,0,0,0,0,0
2020-12-05,224354,16195,7011,34010,1000,16284,103623,1875,0,33001,95165,11901,877,500,874,0,16195,0,0,0,0,0,0
2020-12-06,223657,16631,7011,35510,1000,16631,113225,1875,0,34501,95165,7292,877,500,898,0,16631,0,0,0,0,0,0
2020-12-07,254494,11697,7011,38970,1000,11697,148997,1875,0,37961,95165,7260,877,500,898,0,11697,0,0,0,0,0,0
2020-12-08,249530,19985,7011,34010,1000,19967,131424,1875,0,33001,72365,28135,877,500,763,0,19985,0,0,0,0,0,0
2020-12-09,265670,16278,7011,38129,1000,16352,139745,1875,0,37120,74347,37406,877,600,884,0,16278,0,0,0,0,0,0
2020-12-10,271915,22438,7011,34010,1000,22438,155720,1875,0,33001,73356,22800,530,600,898,0,22438,0,0,0,0,0,0
2020-12-11,292503,17269,7011,34010,1000,17269,149119,1875,0,33001,99130,29739,877,600,177,0,17269,0,0,0,0,0,0
2020-12-12,314708,12939.5,11025.75,29634.75,1000,12961.75,129691.75,1910.5,55963,34129,88048,28827.5,508.5,612,978.75,0,12939.5,0,0,0,0,0,0
2020-12-13,315106.5,14606.44,10358.5,31635.63,1000,14606.44,139367.63,1910.5,48538.63,34715.56,88220,26737.75,527.94,608.63,984.25,0,14606.44,0,0,0,0,0,0
2020-12-14,309109.75,10897.5,7011,36503.25,1000,10897.5,148550.5,1910.5,44511.5,35494.25,80802,28078,593,612,965.75,0,10897.5,0,0,0,0,0,0
2020-12-15,301925.75,15941.25,10396.5,30009.75,1000,15897.5,148329.75,1399.5,45372.75,33876,65814,27953.5,638,524,701,0,15941.25,0,0,0,0,0,0
2020-12-16,319005,10856.25,7011,36857,1000,10888.75,151419.25,1399.5,52387.5,35848,74347.25,32808,638,476.75,833.75,0,10856.25,0,0,0,0,0,0
2020-12-17,304532.5,15250.75,7011,36878.75,1000,15250.75,149756.5,1372.5,45871.5,35869.75,71404.75,26023.75,638.25,611.75,887.25,0,15250.75,0,0,0,0,0,0
2020-12-18,300236.56,12812.69,7011,36414.5,1000,12821.75,138741.56,1633.88,43821.25,35405.5,80488.94,27480.13,703.25,593.75,869.31,0,12812.69,0,0,0,0,0,0
2020-12-19,296724.94,13704.94,8014.69,33717.19,1000,13732.75,126594.81,1916,47268.56,34084,84463.88,26531.38,586.06,608.75,989.75,0,13704.94,0,0,0,0,0,0
