Date,RMS,DMS FB,DMS IB
2021-03-06,143165.31,135336.64,6028.98
2021-03-07,155275.29,147326.59,6028.98
2021-03-08,129566.64,121772.64,6028.98
2021-03-09,206784.87,197494.35,6763.77
2021-03-10,164827.80,156262.13,6553.83
2021-03-11,167712.34,159585.97,6133.95
2021-03-12,153555.54,145082.88,6522.34
2021-03-13,116970.28,108910.26,6522.34
2021-03-14,131896.22,124124.82,6133.95
2021-03-15,126790.78,119220.13,6133.95
2021-03-16,122020.85,105813.41,15011.32
2021-03-17,117250.93,92406.70,23888.68
2021-03-18,116505.00,108023.02,7152.16
2021-03-19,122748.32,114498.70,6755.90
2021-03-20,128991.64,120974.38,6359.63
2021-03-21,134079.14,126061.51,6359.63
2021-03-22,118780.77,110864.71,6359.63
2021-03-23,173419.16,164575.09,6748.03
2021-03-24,170122.09,161569.67,6538.08
2021-03-25,155135.50,146731.60,6538.08
2021-03-26,140148.90,131893.53,6538.08
2021-03-27,174495.32,166286.06,6149.69
2021-03-28,156625.77,148568.58,6149.69
2021-03-29,138756.22,130851.11,6149.69
2021-03-30,150835.60,142424.27,6538.08
2021-03-31,169873.10,142991.40,24959.38
2021-04-01,156349.34,148368.88,6150.74
2021-04-02,163045.81,154576.12,6522.48
2021-04-03,163045.81,154576.12,6522.48
2021-04-04,163045.81,154576.12,6522.48
2021-04-05,6039.16,0.00,6522.48
2021-04-06,140045.50,131322.29,6955.82
2021-04-07,125388.61,117715.10,6147.89
2021-04-08,174767.52,166136.74,6567.60
2021-04-09,178317.80,169576.62,6643.14
2021-04-10,165245.61,157177.09,6147.89
2021-04-11,160121.18,152103.45,6147.89
2021-04-12,122342.65,114599.23,6147.89
2021-04-13,205189.12,195791.13,6934.84
2021-04-14,191022.83,182080.80,6567.60
2021-04-15,225506.41,215077.92,7616.85
2021-04-16,217460.53,201953.52,12798.09
2021-04-17,199254.41,192320.00,4469.08
2021-04-18,212483.81,205418.29,4469.08
2021-04-19,161601.43,154990.14,4469.08
2021-04-20,161601.43,154990.14,4469.08
2021-04-21,145979.16,142806.66,1321.31
2021-04-22,156294.48,153206.64,1183.86
2021-04-23,178227.07,174576.10,1531.16
2021-04-24,182869.33,174576.10,6147.89
2021-04-25,177818.76,169575.58,6147.89
2021-04-26,182869.33,174576.10,6147.89
2021-04-27,188708.03,179575.66,6882.37
2021-04-28,189745.16,180865.84,6567.60
2021-04-29,224300.54,200278.98,21332.75
2021-04-30,220229.00,209689.58,7931.63
2021-05-01,140654.27,132314.01,6575.74
2021-05-02,174336.00,165711.98,6575.74
2021-05-03,187478.89,177995.57,7258.84
2021-05-04,200621.77,190279.15,7941.95
2021-05-05,170413.29,161728.05,6575.74
2021-05-06,199368.36,189401.59,7626.67
2021-05-07,144707.81,135069.49,7941.95
2021-05-08,119266.09,116460.92,1321.09
2021-05-09,129500.18,126593.58,1321.09
2021-05-10,91684.71,89152.90,1321.09
2021-05-11,140723.90,126964.69,11976.47
2021-05-12,101270.99,98544.07,1321.09
2021-05-13,126947.98,123966.58,1321.09
2021-05-14,130522.53,127037.81,1741.46
2021-05-15,193164.61,189476.89,1321.09
2021-05-16,169752.82,166347.19,1321.09
2021-05-17,78611.47,76059.07,1321.09
2021-05-18,132475.44,128971.37,1741.46
2021-05-19,66600.66,64267.40,1321.09
2021-05-20,102093.94,99147.76,1583.32
2021-05-21,137587.21,134028.11,1845.56
2021-05-22,133150.68,130157.86,1321.09
2021-05-23,143185.36,140093.08,1321.09
2021-05-24,91993.85,89358.87,1321.09
2021-05-25,163685.17,155715.13,6024.00
2021-05-26,139675.17,136617.68,1321.09
2021-05-27,159932.33,137482.62,20628.77
2021-05-28,157562.66,149577.13,6050.27
2021-05-29,93616.53,86787.05,5524.81
2021-05-30,105386.78,98440.65,5524.81
2021-05-31,95219.17,88373.81,5524.81
2021-06-01,138904.09,135440.56,1948.24
2021-06-02,210127.63,206169.94,1527.46
2021-06-03,214608.70,210556.32,1527.69
2021-06-04,208629.68,204368.86,1948.46
2021-06-05,136207.19,133482.38,1527.69
2021-06-06,152523.69,149637.17,1527.69
2021-06-07,153670.54,150772.66,1527.69
2021-06-08,168180.79,164721.25,1948.46
2021-06-09,152144.93,149262.16,1527.69
2021-06-10,187832.33,184595.87,1527.69
2021-06-11,217375.07,200855.13,14609.69
2021-06-12,169297.04,166244.28,1527.69
2021-06-13,179522.68,176368.58,1527.69
2021-06-14,131711.58,129031.32,1527.69
2021-06-15,172536.07,168733.07,1948.46
2021-06-16,218390.04,214550.43,1527.69
2021-06-17,191771.93,188216.14,1527.69
2021-06-18,193010.04,189436.98,1527.69
2021-06-19,194248.15,190657.82,1527.69
2021-06-20,201396.18,197745.02,1527.69
2021-06-21,173828.52,170430.55,1527.69
2021-06-22,202598.95,198508.01,1948.46
2021-06-23,193010.57,189522.59,1527.69
2021-06-24,206192.49,202523.82,1527.69
2021-06-25,222523.76,199523.81,20781.46
2021-06-26,192644.46,188859.81,1527.69
2021-06-27,192644.46,188859.81,1527.69
2021-06-28,160173.93,156711.09,1527.69
2021-06-29,188571.93,184459.85,1948.46
2021-06-30,198314.35,194523.56,1527.69
2021-07-01,182362.90,178627.84,1590.78
